,Date,Value
1247,2023-02-20,1
1248,2023-02-21,1
1249,2023-02-22,1
1250,2023-02-23,1
1251,2023-02-24,1
1252,2023-03-01,1
1253,2023-03-02,1
1254,2023-03-03,1
1255,2023-03-06,1
1256,2023-03-07,1
1257,2023-03-08,1
1258,2023-03-09,1
1259,2023-03-10,1
1260,2023-03-13,1
1261,2023-03-14,1
1262,2023-03-15,1
1263,2023-03-16,1
1264,2023-03-17,1
1265,2023-03-20,1
1266,2023-03-21,1
1267,2023-03-22,1
1268,2023-03-23,1
1269,2023-03-24,1
1270,2023-03-27,1
1271,2023-03-28,1
1272,2023-03-29,1
1273,2023-03-30,1
1274,2023-03-31,1
1275,2023-04-06,1
1276,2023-04-07,1
1277,2023-04-10,1
1278,2023-04-11,1
1279,2023-04-12,1
1280,2023-04-13,1
1281,2023-04-14,1
1282,2023-04-17,1
1283,2023-04-18,1
1284,2023-04-19,1
1285,2023-04-20,1
1286,2023-04-21,1
1287,2023-04-24,1
1288,2023-04-25,1
1289,2023-04-26,1
1290,2023-04-27,1
1291,2023-04-28,1
1292,2023-05-02,1
1293,2023-05-03,1
1294,2023-05-04,1
1295,2023-05-05,1
1296,2023-05-08,1
1297,2023-05-09,1
1298,2023-05-10,1
1299,2023-05-11,1
1300,2023-05-12,1
1301,2023-05-15,1
1302,2023-05-16,1
1303,2023-05-17,1
1304,2023-05-18,1
1305,2023-05-19,1
1306,2023-05-22,1
1307,2023-05-23,1
1308,2023-05-24,1
1309,2023-05-25,1
1310,2023-05-26,1
1311,2023-05-29,1
1312,2023-05-30,1
1313,2023-05-31,1
1314,2023-06-01,1
1315,2023-06-02,1
1316,2023-06-05,1
1317,2023-06-06,1
1318,2023-06-07,1
1319,2023-06-08,1
1320,2023-06-09,1
1321,2023-06-12,1
1322,2023-06-13,1
1323,2023-06-14,1
1324,2023-06-15,1
1325,2023-06-16,1
1326,2023-06-19,1
1327,2023-06-20,1
1328,2023-06-21,1
1329,2023-06-26,1
1330,2023-06-27,1
1331,2023-06-28,1
1332,2023-06-29,1
1333,2023-06-30,1
1334,2023-07-03,1
1335,2023-07-04,1
1336,2023-07-05,1
1337,2023-07-06,1
1338,2023-07-07,1
1339,2023-07-10,1
1340,2023-07-11,1
1341,2023-07-12,1
1342,2023-07-13,1
1343,2023-07-14,1
1344,2023-07-17,1
1345,2023-07-18,1
1346,2023-07-19,1
1347,2023-07-20,1
1348,2023-07-21,1
1349,2023-07-24,1
1350,2023-07-25,1
1351,2023-07-26,1
1352,2023-07-27,1
1353,2023-07-28,1
1354,2023-07-31,1
1355,2023-08-01,1
1356,2023-08-02,1
1357,2023-08-04,1
1358,2023-08-07,1
1359,2023-08-08,1
1360,2023-08-09,1
1361,2023-08-10,1
1362,2023-08-11,1
1363,2023-08-14,1
1364,2023-08-15,1
1365,2023-08-16,1
1366,2023-08-17,1
1367,2023-08-18,1
1368,2023-08-21,1
1369,2023-08-22,1
1370,2023-08-23,1
1371,2023-08-24,1
1372,2023-08-25,1
1373,2023-08-28,1
1374,2023-08-29,1
1375,2023-08-30,1
1376,2023-08-31,1
1377,2023-09-01,1
1378,2023-09-04,1
1379,2023-09-05,1
1380,2023-09-06,1
1381,2023-09-07,1
1382,2023-09-08,1
1383,2023-09-11,1
1384,2023-09-12,1
1385,2023-09-13,1
1386,2023-09-14,1
1387,2023-09-15,1
1388,2023-09-18,1
1389,2023-09-19,1
1390,2023-09-20,1
1391,2023-09-21,1
1392,2023-09-22,1
1393,2023-09-25,1
1394,2023-09-26,1
1395,2023-09-27,1
1396,2023-09-28,1
1397,2023-10-02,1
1398,2023-10-03,1
1399,2023-10-04,1
1400,2023-10-05,1
1401,2023-10-06,1
1402,2023-10-11,1
1403,2023-10-12,1
1404,2023-10-13,1
1405,2023-10-16,1
1406,2023-10-17,1
1407,2023-10-18,1
1408,2023-10-19,1
1409,2023-10-20,1
1410,2023-10-23,1
1411,2023-10-24,1
1412,2023-10-25,1
1413,2023-10-26,1
1414,2023-10-27,1
1415,2023-10-30,1
1416,2023-10-31,1
1417,2023-11-01,1
1418,2023-11-02,1
1419,2023-11-03,1
1420,2023-11-06,1
1421,2023-11-07,1
1422,2023-11-08,1
1423,2023-11-09,1
1424,2023-11-10,1
1425,2023-11-13,1
1426,2023-11-14,1
1427,2023-11-15,1
1428,2023-11-16,1
1429,2023-11-17,1
1430,2023-11-20,1
1431,2023-11-21,1
1432,2023-11-22,1
1433,2023-11-23,1
1434,2023-11-24,1
1435,2023-11-27,1
1436,2023-11-28,1
1437,2023-11-29,1
1438,2023-11-30,1
1439,2023-12-01,1
1440,2023-12-04,1
1441,2023-12-05,1
1442,2023-12-06,1
1443,2023-12-07,1
1444,2023-12-08,1
1445,2023-12-11,1
1446,2023-12-12,1
1447,2023-12-13,1
1448,2023-12-14,1
1449,2023-12-15,1
1450,2023-12-18,1
1451,2023-12-19,1
1452,2023-12-20,1
1453,2023-12-21,1
1454,2023-12-22,1
1455,2023-12-25,1
1456,2023-12-26,1
1457,2023-12-27,1
1458,2023-12-28,1
1459,2023-12-29,1
1460,2024-01-02,1
1461,2024-01-03,1
1462,2024-01-04,1
1463,2024-01-05,1
1464,2024-01-08,1
1465,2024-01-09,1
1466,2024-01-10,1
1467,2024-01-11,1
1468,2024-01-12,1
1469,2024-01-15,1
1470,2024-01-16,1
1471,2024-01-17,1
1472,2024-01-18,1
1473,2024-01-19,1
1474,2024-01-22,1
1475,2024-01-23,1
1476,2024-01-24,1
1477,2024-01-25,1
1478,2024-01-26,1
1479,2024-01-29,1
1480,2024-01-30,1
1481,2024-01-31,1
1482,2024-02-01,1
1483,2024-02-02,1
1484,2024-02-05,1
1485,2024-02-15,1
1486,2024-02-16,1
1487,2024-02-19,1
1488,2024-02-20,1
1489,2024-02-21,1
1490,2024-02-22,1
1491,2024-02-23,1
1492,2024-02-26,1
1493,2024-02-27,1
1494,2024-02-29,1
1495,2024-03-01,1
1496,2024-03-04,1
1497,2024-03-05,1
1498,2024-03-06,1
1499,2024-03-07,1
1500,2024-03-08,1
1501,2024-03-11,1
1502,2024-03-12,1
1503,2024-03-13,1
1504,2024-03-14,1
1505,2024-03-15,1
1506,2024-03-18,1
1507,2024-03-19,1
1508,2024-03-20,1
1509,2024-03-21,1
1510,2024-03-22,1
1511,2024-03-25,1
1512,2024-03-26,1
1513,2024-03-27,1
1514,2024-03-28,1
1515,2024-03-29,1
1516,2024-04-01,1
1517,2024-04-02,1
1518,2024-04-03,1
1519,2024-04-08,1
1520,2024-04-09,1
1521,2024-04-10,1
1522,2024-04-11,1
1523,2024-04-12,1
1524,2024-04-15,1
1525,2024-04-16,1
1526,2024-04-17,1
1527,2024-04-18,1
1528,2024-04-19,1
1529,2024-04-22,1
1530,2024-04-23,1
1531,2024-04-24,1
1532,2024-04-25,1
1533,2024-04-26,1
1534,2024-04-29,1
1535,2024-04-30,1
1536,2024-05-02,1
1537,2024-05-03,1
1538,2024-05-06,1
1539,2024-05-07,1
1540,2024-05-08,1
1541,2024-05-09,1
1542,2024-05-10,1
1543,2024-05-13,1
1544,2024-05-14,1
1545,2024-05-15,1
1546,2024-05-16,1
1547,2024-05-17,1
1548,2024-05-20,1
1549,2024-05-21,1
1550,2024-05-22,1
1551,2024-05-23,1
1552,2024-05-24,1
1553,2024-05-27,1
1554,2024-05-28,1
1555,2024-05-29,1
1556,2024-05-30,1
1557,2024-05-31,1
1558,2024-06-03,1
1559,2024-06-04,1
1560,2024-06-05,1
1561,2024-06-06,1
1562,2024-06-07,1
1563,2024-06-11,1
1564,2024-06-12,1
1565,2024-06-13,1
1566,2024-06-14,1
1567,2024-06-17,1
1568,2024-06-18,1
1569,2024-06-19,1
1570,2024-06-20,1
1571,2024-06-21,1
1572,2024-06-24,0
1573,2024-06-25,0
1574,2024-06-26,0
1575,2024-06-27,0
1576,2024-06-28,0
1577,2024-07-01,0
1578,2024-07-02,0
1579,2024-07-03,0
1580,2024-07-04,0
1581,2024-07-05,0
1582,2024-07-08,0
1583,2024-07-09,0
1584,2024-07-10,0
1585,2024-07-11,0
1586,2024-07-12,0
1587,2024-07-15,0
1588,2024-07-16,0
1589,2024-07-17,0
1590,2024-07-18,0
1591,2024-07-19,0
1592,2024-07-22,0
1593,2024-07-23,0
1594,2024-07-26,0
1595,2024-07-29,0
1596,2024-07-30,0
1597,2024-07-31,0
1598,2024-08-01,0
1599,2024-08-02,0
1600,2024-08-05,0
1601,2024-08-06,1
1602,2024-08-07,1
1603,2024-08-08,1
1604,2024-08-09,1
1605,2024-08-12,1
1606,2024-08-13,1
1607,2024-08-14,1
1608,2024-08-15,1
1609,2024-08-16,1
1610,2024-08-19,1
1611,2024-08-20,1
1612,2024-08-21,1
1613,2024-08-22,1
1614,2024-08-23,1
1615,2024-08-26,1
1616,2024-08-27,1
1617,2024-08-28,1
1618,2024-08-29,1
1619,2024-08-30,1
1620,2024-09-02,1
1621,2024-09-03,1
1622,2024-09-04,1
1623,2024-09-05,1
1624,2024-09-06,1
1625,2024-09-09,1
1626,2024-09-10,1
1627,2024-09-11,0
1628,2024-09-12,0
1629,2024-09-13,0
1630,2024-09-16,0
1631,2024-09-18,0
1632,2024-09-19,0
1633,2024-09-20,0
1634,2024-09-23,0
1635,2024-09-24,0
1636,2024-09-25,0
1637,2024-09-26,0
1638,2024-09-27,0
1639,2024-09-30,0
1640,2024-10-01,0
1641,2024-10-04,0
1642,2024-10-07,0
1643,2024-10-08,0
1644,2024-10-09,0
1645,2024-10-11,0
1646,2024-10-14,0
1647,2024-10-15,1
1648,2024-10-16,1
1649,2024-10-17,1
1650,2024-10-18,1
1651,2024-10-21,1
1652,2024-10-22,1
1653,2024-10-23,1
1654,2024-10-24,1
1655,2024-10-25,1
1656,2024-10-28,1
1657,2024-10-29,1
1658,2024-10-30,1
1659,2024-11-01,1
1660,2024-11-04,1
1661,2024-11-05,1
1662,2024-11-06,1
1663,2024-11-07,1
1664,2024-11-08,1
1665,2024-11-11,1
1666,2024-11-12,1
1667,2024-11-13,1
1668,2024-11-14,1
1669,2024-11-15,1
1670,2024-11-18,1
1671,2024-11-19,1
1672,2024-11-20,1
1673,2024-11-21,1
1674,2024-11-22,1
1675,2024-11-25,1
1676,2024-11-26,1
1677,2024-11-27,1
1678,2024-11-28,1
1679,2024-11-29,1
1680,2024-12-02,1
1681,2024-12-03,1
1682,2024-12-04,1
1683,2024-12-05,1
1684,2024-12-06,1
1685,2024-12-09,1
1686,2024-12-10,1
1687,2024-12-11,1
1688,2024-12-12,1
1689,2024-12-13,1
1690,2024-12-16,1
1691,2024-12-17,1
1692,2024-12-18,1
1693,2024-12-19,1
1694,2024-12-20,1
1695,2024-12-23,1
1696,2024-12-24,1
1697,2024-12-25,1
1698,2024-12-26,1
1699,2024-12-27,1
1700,2024-12-30,1
1701,2024-12-31,1
1702,2025-01-02,1
1703,2025-01-03,1
1704,2025-01-06,1
1705,2025-01-07,1
1706,2025-01-08,1
1707,2025-01-09,1
1708,2025-01-10,1
1709,2025-01-13,1
1710,2025-01-14,1
1711,2025-01-15,1
1712,2025-01-16,1
1713,2025-01-17,1
1714,2025-01-20,1
1715,2025-01-21,1
1716,2025-01-22,1
1717,2025-02-03,1
1718,2025-02-04,1
